     Time_Now  Buffer_Level 
      136.141       52.5526
      137.284       55.5526
      139.183       53.1795
      139.657       56.1795
      140.428       53.7306
      142.106       56.7306
      142.835       52.8875
      145.949       55.8875
      146.372       54.8706
      146.966       57.8706
       147.14       56.7625
      148.074       59.7625
      148.362       58.4194
      149.417       61.4194
      151.173       59.0236
      151.813       62.0236
      153.888       59.5826
      154.254       62.5826
      156.888       59.5835
      157.253       62.5835
      159.888       59.6347
      160.202       62.6347
      162.888       59.0295
      163.807       62.0295
      165.888       59.0373
      166.799       62.0373
      168.888       59.4136
      169.423       62.4136
      171.888       59.3179
      172.519       62.3179
      174.888       59.6085
      175.228       62.6085
      177.888       59.9341
      177.902       62.9341
      180.888       59.1739
      181.663       62.1739
      183.888       57.0865
       186.75       60.0865
      186.888       55.6819
      191.155       58.6819
      191.953       55.5809
      194.256       58.5809
      195.577       55.7232
      197.113       58.7232
      197.452       54.7765
       201.06       57.7765
      201.567       48.0164
       210.82       51.0164
      212.247       46.2641
      215.573       49.2641
       216.71       41.9809
      222.856       44.9809
      224.218       40.6752
      227.161       43.6752
      227.243       42.5158
      228.321       45.5158
      229.859       42.9267
       230.91       45.9267
      231.314       44.6148
      232.222       47.6148
      232.698       45.9911
      233.846       48.9911
      234.358       47.0894
      235.747       50.0894
       236.58       47.7863
       238.05       50.7863
      238.256       47.3742
      241.462       50.3742
      242.454       46.2939
      245.543       49.2939
       246.76       46.6956
      248.141       49.6956
      249.559       45.9969
       251.84       48.9969
      253.362       46.9318
      253.905       49.9318
      254.069       48.4511
      255.386       51.4511
      255.538       49.7328
      257.104       52.7328
      257.408       51.6409
      258.196       54.6409
      258.692       52.7396
      260.097       55.7396
       260.93       52.7682
      263.068       55.7682
      263.224       49.2021
      269.635       52.2021
      269.831       50.0963
       271.74       53.0963
      272.702       51.2252
      273.611       54.2252
      274.315       53.0446
      274.792       56.0446
      275.704       54.5168
       276.32       57.5168
      277.025       55.5055
      278.331       58.5055
      279.332       56.3018
      280.535       59.3018
      280.593        58.275
      281.562        61.275
       282.98       59.3685
      283.468       62.3685
      286.313       59.0857
      286.751       62.0857
      289.823       58.6331
      290.204       61.6331
      292.411       59.2374
      292.599       62.2374
      294.888       59.7105
      295.126       62.7105
      297.888       59.7714
      298.065       62.7714
      300.888       59.7512
      301.085       62.7512
      303.888       59.5229
      304.314       62.5229
      306.888       59.3691
      307.468       62.3691
      309.888       58.9683
      310.868       61.9683
      312.888       59.1251
      313.712       62.1251
      315.888       58.7816
      317.055       61.7816
      318.888       59.1139
      319.723       62.1139
      321.888       59.3392
      322.497       62.3392
      324.888       59.6398
      325.197       62.6398
      327.888       57.9487
      329.888       60.9487
      330.888       55.8953
      334.941       58.8953
      335.646       55.3886
      338.448       58.3886
      339.739        55.718
      341.119        58.718
      343.113       55.3546
      344.482       58.3546
       345.27       56.5019
      346.335       59.5019
      347.516       57.4831
      348.353       60.4831
      349.881       58.2382
      350.598       61.2382
      352.693        58.314
      353.523        61.314
      355.634        58.524
      356.313        61.524
      358.983       58.3766
       359.46       61.3766
      360.888       58.9692
      361.867       61.9692
      363.888       59.5294
      364.307       62.5294
      366.888       59.3359
      367.501       62.3359
      369.888       59.3891
      370.448       62.3891
      372.888       59.2699
      373.567       62.2699
      375.888       59.5107
      376.326       62.5107
      378.888        59.273
      379.564        62.273
      381.888       58.5259
      383.311       61.5259
      384.888       58.8307
      386.006       61.8307
      388.519       58.2206
      389.616       61.2206
      391.873       57.8268
       393.01       60.8268
      394.772       58.1922
      395.644       61.1922
      397.535       58.2683
      398.568       61.2683
