     Time_Now  Buffer_Level 
      13.4169       147.777
      13.5167       147.542
      13.6521       150.542
      13.7518       150.348
      13.8454       153.348
      13.9451       153.028
      14.1653       156.028
      14.2651       155.812
       14.382       158.812
      14.4817        158.58
      14.6137        161.58
      14.7134       161.348
      14.8458       164.348
      14.9456       164.171
      15.0227       167.171
      15.1225       167.008
      15.1855       170.008
      15.2853       169.793
      15.4007       172.793
      15.5005        172.65
      15.5439        175.65
      15.6437       175.476
       15.718       178.476
      15.8177       178.214
      15.9794       181.214
      16.0792       181.058
      16.1354       184.058
      16.2352       183.931
      16.2633       186.931
       16.363       186.786
      16.4078       189.786
      16.5075        189.66
       16.534        192.66
      16.6338       192.504
      16.6894       195.504
      16.7892        195.25
      16.9437        198.25
      17.0435       198.093
       17.101       201.093
      17.2007       200.893
      17.3013       203.893
       17.401       203.734
      17.4595       206.734
      17.5593       206.634
      17.5599       209.634
      17.6597        209.44
      17.7541        212.44
      17.8539        212.13
      18.0642        215.13
       18.164       214.813
      18.3808       217.813
      18.4805       217.577
      18.6166       220.577
      18.7164        220.21
      18.9837        223.21
      19.0835       222.897
      19.2972       225.897
       19.397       225.617
      19.5765       228.617
      19.6762       228.406
      19.7879       231.406
      19.8877       231.237
      19.9565       234.237
      20.0563       233.973
      20.2208       236.973
      20.3206       236.782
      20.4115       239.782
      20.5113       239.636
      20.5581       242.636
      20.6578        242.47
      20.7236        245.47
      20.8234       245.246
      20.9478       248.246
      21.0476       247.962
      21.2313       250.962
      21.3311       250.792
      21.4017       253.792
      21.5015       253.482
      21.7118       256.482
      21.8116       256.167
       22.027       259.167
      22.1268        258.85
       22.344        261.85
      22.4438       261.444
      22.7495       264.444
      22.8492       264.307
      22.8867       267.307
      22.9865       267.081
      23.1132       270.081
       23.213       269.744
      23.4501       272.744
      23.5499       272.537
      23.6565       275.537
      23.7563       275.316
      23.8783       278.316
      23.9781       278.129
      24.0649       281.129
      24.1647       280.923
      24.2704       283.923
      24.3702       283.759
      24.4344       286.759
      24.5342        286.57
      24.6236        289.57
      24.7234       289.371
      24.8223       292.371
      24.9221       292.197
      24.9968       295.197
      25.0966       295.035
      25.1587       298.035
      25.2584       297.791
       25.403       300.791
      25.5028        300.64
       25.554        303.64
      25.6538       303.458
      25.7361       306.458
      25.8359       306.328
      25.8662       309.328
      25.9659       309.166
      26.0275       312.166
      26.1272       312.057
      26.1365       315.057
      26.2363       314.949
      26.2445       317.949
      26.3443       317.826
       26.368       320.826
      26.4678       320.706
      26.4875       323.706
      26.5873       323.556
      26.6382       326.556
       26.738       326.413
      26.7806       329.413
      26.8804       329.206
      26.9874       332.206
      27.0871       332.044
      27.1494       335.044
      27.2492       334.864
      27.3296       337.864
      27.4294       337.725
      27.4687       340.725
      27.5685       340.548
      27.6458       343.548
      27.7456       343.415
      27.7783       346.415
      27.8781       346.126
      28.0677       349.126
      28.1675       348.873
      28.3212       351.873
      28.4209       351.606
      28.5883       354.606
      28.6881       354.382
      28.8115       357.382
      28.9113       357.199
      28.9945       360.199
      29.0943       359.958
      29.2354       362.958
      29.3351       362.813
       29.381       365.813
      29.4808       365.654
      29.5402       368.654
      29.6399       368.489
      29.7044       371.489
      29.8042       371.307
      29.8868       374.307
      29.9866       374.169
       30.025       377.169
      30.1248       377.005
      30.1889       380.005
      30.2886       379.859
      30.3349       382.859
      30.4347       382.668
      30.5262       385.668
       30.626       385.531
      30.6628       388.531
      30.7626       388.378
       30.816       391.378
      30.9157       391.244
      30.9495       394.244
      31.0493       394.103
      31.0904       397.103
      31.1902       396.903
      31.2912       399.903
       31.391       399.716
      31.4778       402.716
      31.5776       402.406
      31.7879       405.406
      31.8877       405.082
      32.1116       408.082
      32.2113       407.858
      32.3362       410.858
      32.4359       410.633
      32.5606       413.633
      32.6604       413.402
      32.7913       416.402
      32.8911       416.278
       32.916       419.278
      33.0157       419.103
      33.0909       422.103
      33.1907        421.96
       33.234        424.96
      33.3338       424.825
      33.3685       427.825
      33.4683       427.655
      33.5384       430.655
      33.6382       430.508
       33.686       433.508
      33.7858       433.365
      33.8288       436.365
      33.9285       436.223
      33.9712       439.223
       34.071       439.061
      34.1329       442.061
      34.2326       441.751
      34.4429       444.751
      34.5427        444.54
      34.6536        447.54
      34.7534        447.23
      34.9633        450.23
      35.0631       449.904
      35.2894       452.904
      35.4361       452.582
       35.612       455.582
      35.7117       455.351
      35.8423       458.351
      35.9421        458.15
       36.044        461.15
      36.1438       460.988
      36.2062       463.988
       36.306       463.737
      36.4566       466.737
      36.5564        466.58
      36.6139        469.58
      36.7137       469.323
      36.8707       472.323
      36.9705       472.072
      37.1213       475.072
      37.2211        474.86
      37.3342        477.86
       37.434       477.684
        37.51       480.684
      37.6098        480.53
      37.6641        483.53
      37.7638       483.367
      37.8273       486.367
      37.9271       486.189
       38.005       489.189
      38.1048       489.064
      38.1295       492.064
      38.2293       491.935
      38.2589       494.935
      38.3587       494.784
      38.4096       497.784
      38.5094       497.645
      38.5492       500.645
      38.6489        500.53
      38.6641        503.53
      38.7639       503.408
      38.7861       506.408
      38.8859       506.282
      38.9122       509.282
      39.0124       509.129
      39.0646       512.129
      39.1644        512.01
      39.1837        515.01
      39.2835       514.888
      39.3054       517.888
      39.4051       517.778
      39.4154       520.778
      39.5152       520.661
      39.5331       523.661
      39.6329       523.506
      39.6876       526.506
      39.7873       526.378
       39.816       529.378
      39.9158       529.068
      40.1261       532.068
      40.2259        531.75
      40.4439        534.75
      40.5437       534.507
      40.6869       537.507
      40.7866       537.192
       41.002       540.192
      41.1017       539.959
      41.2343       542.959
      41.3544       542.664
      41.5297       545.664
      41.6295       545.423
      41.7711       548.423
      41.8708        548.26
       41.934        551.26
      42.0338       551.103
       42.091       554.103
      42.1908       553.921
      42.2726       556.921
      42.3724       556.768
      42.4259       559.768
      42.5257       559.638
      42.5557       562.638
      42.6555       562.473
      42.7209       565.473
      42.8207       565.315
       42.879       568.315
      42.9788       568.181
      43.0124       571.181
      43.1122        571.04
      43.1535        574.04
      43.2533       573.908
      43.2863       576.908
       43.386       576.777
      43.4167       579.777
      43.5164       579.629
      43.5652       582.629
       43.665       582.501
      43.6929       585.501
      43.7927       585.373
      43.8213       588.373
       43.921       588.265
      43.9287       591.265
      44.0285       591.135
      44.0585       594.135
      44.1583       593.988
      44.2054       596.988
        44.31        596.78
      44.4139        599.78
      44.5137       599.657
      44.5368       602.657
      44.6365       602.481
      44.7129       605.481
      44.8126       605.285
      44.9092       608.285
       45.009       608.105
      45.0891       611.105
      45.1889       611.004
      45.1898       614.004
      45.2896       613.891
      45.3031       616.891
      45.4029       616.769
      45.4251       619.769
