     Time_Now  Buffer_Level 
      2.09375             0
      2.12852             3
      2.26683             0
      7.80321             3
      8.47611             0
      16.2299             3
      18.4274             0
      24.2756             3
      27.8526             0
      31.6762             3
      32.3232       0.09328
       34.583       3.09328
      34.7098       2.36653
      35.3097       5.36653
       35.526       4.76918
      35.9071       7.76918
      36.2275       6.94651
      36.7297       9.94651
      37.2344       9.03638
      37.6399       12.0364
      37.9119       11.3515
      38.3247       14.3515
      38.8742       13.4372
      39.2391       16.4372
      39.5824       15.7583
      39.9179       18.7583
      40.3206       18.1266
      40.5497       21.1266
      41.2491       20.1497
      41.5265       23.1497
      42.2863       21.9259
      42.7503       24.9259
      43.5645        23.661
      44.0152        26.661
      44.9393       25.2224
      45.4539       28.2224
      47.5767       25.4635
      48.2127       28.4635
       49.358       26.1419
      50.5343       29.1419
      51.3594       26.6075
      53.0688       29.6075
      54.5508       26.7605
      55.9157       29.7605
      56.0439       28.5994
      57.0769       31.5994
      57.3172       28.7065
      59.9697       31.7065
      60.6591       28.0928
      63.5835       31.0928
      64.6182       27.5183
       67.158       30.5183
      68.1223       27.0376
      70.6386       30.0376
      71.7531       25.1628
      75.5134       28.1628
      76.2489       26.8854
      76.7909       29.8854
      77.6631       28.4617
      78.2145       31.4617
       78.609       30.0741
      79.6021       33.0741
      80.2678       31.2039
      81.4723       34.2039
      81.8126       30.0901
      85.5862       33.0901
      85.7416       30.4679
      88.2083       33.4679
      88.2596       32.3289
      89.3474       35.3289
      89.3986       34.7318
      89.9444       37.7318
      89.9957       36.9939
      90.6823       39.9939
      90.7336       38.8989
      91.7773       41.8989
      91.8286       41.1317
      92.5445       44.1317
      92.5958       43.3981
      93.2781       46.3981
      93.3294       45.5454
      94.1308       48.5454
      94.5722       47.3409
      95.3354       50.3409
      95.3867        49.414
      96.2622        52.414
      96.3135       51.5716
      97.1047       54.5716
      97.4922       53.7368
      97.9394       56.7368
      97.9907       56.0981
      98.5782       59.0981
      98.6295       58.3326
      99.3436       61.3326
      100.728       59.3245
      101.352       62.3245
      103.728       59.2017
      104.474       62.2017
      106.728       59.4607
      107.216       62.4607
      109.728       59.5556
      110.121       62.5556
      112.728       59.8332
      112.843       62.8332
      116.011       58.7344
      116.942       61.7344
      119.208       57.6053
      121.071       60.6053
      122.891       56.4665
       125.21       59.4665
       125.33       56.4958
       128.18       59.4958
      128.525       55.8457
      131.831       58.8457
      132.634       54.5436
      136.133       57.5436
      137.292       54.0111
      139.665       57.0111
       140.54       54.8449
      141.831       57.8449
      142.114       55.6519
      144.024       58.6519
      144.537       55.7022
      146.974       58.7022
      147.253       55.8163
       149.86       58.8163
      149.911       57.5108
      151.165       60.5108
      151.821       58.2521
      153.424       61.2521
      154.728       58.8776
      155.799       61.8776
      157.728       59.3332
      158.343       62.3332
      160.728       59.3348
      161.341       62.3348
      163.815       59.3328
      164.343       62.3328
      166.807       58.3318
      168.344       61.3318
      169.728       58.4243
      171.252       61.4243
      172.728       59.0516
      173.625       62.0516
      175.728       58.8922
      176.784       61.8922
      178.728       59.3764
        179.3       62.3764
      181.728       59.9191
      181.757       62.9191
      185.445       57.9341
      186.742       60.9341
      188.146       56.5135
      191.163       59.5135
      192.066       53.2324
      197.444       56.2324
      198.887       52.6081
      201.068       55.6081
      201.575       52.7359
       203.94       55.7359
      203.992       53.1519
      206.524       56.1519
      207.303       52.7425
      209.934       55.7425
      210.374        53.437
      212.239        56.437
       212.92       52.4802
      216.196       55.4802
      217.437         51.14
      220.536         54.14
      220.737       51.9384
      222.738       54.9384
      222.864       52.7621
      224.914       55.7621
      225.579        53.441
      227.235        56.441
      228.229       52.5066
       231.17       55.5066
      232.361       48.4286
      238.248       51.4286
      240.029       46.9978
      242.678       49.9978
      243.539       44.6944
      247.982       47.6944
      248.149       44.1888
      251.487       47.1888
      251.848       44.6716
      254.005       47.6716
      255.394       38.6159
       263.06       41.6159
      263.112       40.6969
      263.979       43.6969
      264.031       41.4008
      266.275       44.4008
      266.854       40.8537
      269.823       43.8537
      270.351       42.0073
      271.669       45.0073
      271.748       41.9282
      274.748       44.9282
       275.24       39.0911
      280.585       42.0911
      281.266       39.7038
      282.972       42.7038
      283.476       41.0208
      284.655       44.0208
      284.707        43.209
      285.467        46.209
      285.519       45.3714
      286.305       48.3714
      286.759       46.8861
       287.79       49.8861
      287.841       47.4647
      290.212       50.4647
      290.567       48.2732
      292.403       51.2732
      292.607       49.7032
      293.973       52.7032
      294.024       51.8336
      294.843       54.8336
      294.976       53.8869
      295.789       56.8869
      295.841       56.1968
      296.479       59.1968
      296.531       58.8267
       296.85       61.8267
      298.728       59.6798
      298.996       62.6798
      301.728       59.6481
      302.028       62.6481
      304.728       59.6143
      305.062       62.6143
      307.728        59.234
      308.442        62.234
      310.876       58.8287
      311.848       61.8287
      313.728       58.3096
      315.367       61.3096
      317.063        58.235
      318.441        61.235
      319.731        57.995
      321.681        60.995
      322.728       58.5522
      324.124       61.5522
      325.728       58.9277
      326.749       61.9277
       329.36       58.7964
       329.88       61.7964
      332.067       56.7269
      334.949       59.7269
      335.758       54.9453
      339.731       57.9453
      341.127       52.7263
       344.95       55.7263
      346.723       50.8033
      349.873       53.8033
      350.606       50.1456
      353.531       53.1456
      353.967       51.0502
      355.626       54.0502
      356.321       51.9541
      357.722       54.9541
      357.773       53.7017
      358.975       56.7017
      359.468       54.8198
      360.856       57.8198
      361.152        56.025
      362.651        59.025
      362.702       58.1727
      363.504       61.1727
      364.728       58.9118
      365.764       61.9118
      367.728       59.2449
      368.431       62.2449
      370.728        58.922
      371.754        61.922
      373.728       59.0104
      374.666       62.0104
      376.728       58.8122
      377.864       61.8122
      379.728       59.2134
      380.463       62.2134
      383.319        58.226
       384.45        61.226
      386.014       57.2857
      388.391       60.2857
      390.086       55.9284
      392.748       58.9284
      393.018       56.0238
      395.652       59.0238
      395.852       56.4246
      398.252       59.4246
